pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Event_description	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Fonti_primarie	Fonti_secondarie	source
item_298	Prima ascensione: Pic de la Grave 	Pic de la Grave	FALSE		Silver age of alpinism		First absolute ascent				14 luglio 1874	1874	William Auguste Coolidge, Christian Almer, R. Kauffman			William Auguste Coolidge, Christian Almer, R. Kauffman			Wikipedia
item_299	Prima ascensione: Averau 	Averau	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				10 agosto 1874	1874	Santo Siorpaes, R. Issler			Santo Siorpaes, R. Issler			Wikipedia
item_300	Prima ascensione: Punta Walker 	Punta Walker	FALSE		Silver age of alpinism		First absolute ascent				30 giugno1868	1868	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		Switzerland, Italy, England	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange			Wikipedia, Wikipedia Table
item_301	Prima ascensione: Ciarforon 	Ciarforon	FALSE		Silver age of alpinism		First absolute ascent				25 agosto1871	1871	Filippo Vallino, A. Blanchetti			Filippo Vallino, A. Blanchetti		Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_302	Prima ascensione: Tresenta 	Tresenta	FALSE		Silver age of alpinism		First absolute ascent				1867	1867	Martino Baretti, A. Blanchetti			Martino Baretti, A. Blanchetti		[2]	Wikipedia
item_303	Prima ascensione: Cima Cunturines 	Cima Cunturines	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				4 agosto 1880	1880	Santo Siorpaes, Albrecht Grünwald			Santo Siorpaes, Albrecht Grünwald			Wikipedia
item_304	Prima ascensione: Cima Mondini 	Cima Mondini	FALSE				First absolute ascent				25 giugno1890	1890	Ludwig Purtschellere, Walter Bodenmann			Ludwig Purtschellere, Walter Bodenmann			Wikipedia
item_305	Prima ascensione: Cima Presanella 	Cima Presanella	FALSE		Golden age of alpinism		First absolute ascent				27 agosto1864	1864	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker			Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker			Wikipedia
item_306	Prima ascensione: Cima Una 	Cima Una	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				26 luglio 1879	1879	Loránd Eötvös,Michel Innerkofler, F. Happacher			Loránd Eötvös,Michel Innerkofler, F. Happacher			Wikipedia
item_307	Prima ascensione: Mont Mallet 	Mont Mallet	FALSE		Silver age of alpinism		First absolute ascent				4 settembre1871	1871	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier			Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier		Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 76]	Wikipedia
item_308	Prima ascensione: Punta Budden (Alpi Pennine) 	Punta Budden (Alpi Pennine)	FALSE				First absolute ascent				1904	1904	Ugo De Amicis, Guido Rey	Aimé Maquignaz, Ange Maquignaz, Joseph Pession		Ugo De Amicis, Guido Rey, Aimé Maquignaz, Ange Maquignaz, Joseph Pession			Wikipedia
item_309	Prima ascensione: Punta Roma 	Punta Roma	FALSE				First absolute ascent				29 agosto1905	1905	Ubaldo Valbusa, Claudio Perotti			Ubaldo Valbusa, Claudio Perotti			Wikipedia
item_310	Prima ascensione: Punta Udine 	Punta Udine	FALSE				First absolute ascent				1º settembre1899	1899	Giuseppe Morassutti, Giuseppe Perotti			Giuseppe Morassutti, Giuseppe Perotti			Wikipedia
item_311	Prima ascensione: Škrlatica 	Škrlatica	FALSE		Silver age of alpinism		First absolute ascent				1880	1880	Julius Kugy, Andrej Komac, Matija Kravanja			Julius Kugy, Andrej Komac, Matija Kravanja			Wikipedia
item_312	Prima ascensione: Trisselwand 	Trisselwand	FALSE				First absolute ascent				1906	1906	Karl Greenitz, Franz Kleinhans, Hans Reinl			Karl Greenitz, Franz Kleinhans, Hans Reinl			Wikipedia
item_313	Prima ascensione: Vetta d'Italia 	Vetta d'Italia	FALSE				First absolute ascent				10 luglio 1895	1895	Fritz Koegel, Franz Hofer			Fritz Koegel, Franz Hofer			Wikipedia
item_314	Prima ascensione: Levanna Centrale 	Levanna Centrale	FALSE		Silver age of alpinism		First absolute ascent				17 agosto 1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone			Wikipedia
item_315	Prima ascensione: Monte Agner 	Monte Agner	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				1875	1875	Cesare Tomè, Martino Gnech, Tommaso da Col			Cesare Tomè, Martino Gnech, Tommaso da Col			Wikipedia
item_316	Prima ascensione: Torre del Gran San Pietro 	Torre del Gran San Pietro	FALSE		Silver age of alpinism		First absolute ascent				1865	1865	Martino Baretti, Amé Gorrete, Jean-Pierre Carrel			Martino Baretti, Amé Gorrete, Jean-Pierre Carrel		[1]	Wikipedia
item_317	Prima ascensione: Waxenstein 	Waxenstein	FALSE		Silver age of alpinism		First absolute ascent				9 agosto 1871	1871	Martin Ostler, Hermann von Barth			Martin Ostler, Hermann von Barth			Wikipedia
item_318	Prima ascensione: Pizzo d'Andolla 	Pizzo d'Andolla	FALSE				First absolute ascent				1884	1884	Henry Seymour King, Ambros Supersaxo, Alois Anthamatten			Henry Seymour King, Ambros Supersaxo, Alois Anthamatten			Wikipedia
item_319	Prima ascensione: Dente del Gigante 	Dente del Gigante	FALSE				First absolute ascent				28/07/1882	1882	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Italy	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz			Wikipedia, Wikipedia Table
item_320	Prima ascensione: Viso di Vallanta 	Viso di Vallanta	FALSE				First absolute ascent				7 settembre1891	1891	Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana			Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana			Wikipedia
item_321	Prima ascensione: Nadelhorn 	Nadelhorn	FALSE		Golden age of alpinism		First absolute ascent				16 settembre 1858	1858	Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann			Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann			Wikipedia
item_322	Prima ascensione: Levanne 	Levanne	FALSE		Silver age of alpinism		First absolute ascent				17 agosto1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone			Wikipedia
item_323	Prima ascensione: Mont Aiguille 	Mont Aiguille	FALSE				First absolute ascent				27 Jun 1492	1492	Antoine de Ville, 8 to 10 more people		France	Antoine de Ville, 8 to 10 more people			Wikipedia, Wikipedia Table
item_324	Prima ascensione: Carè Alto 	Carè Alto	FALSE		Silver age of alpinism		First absolute ascent				08/08/1865	1865	S.T. Taylor, Hugh de Fellenberg Montgomery			S.T. Taylor, Hugh de Fellenberg Montgomery			Wikipedia
item_325	Prima ascensione: Aiguille du Goûter 	Aiguille du Goûter	FALSE				First absolute ascent				prima del 1784	1784	François Cuidet, François Gervais			François Cuidet, François Gervais		Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963, ISBN 88-365-0063-3.	Wikipedia
item_326	Prima ascensione: Aiguille du Jardin 	Aiguille du Jardin	FALSE				First absolute ascent				1 agosto1904	1904	E. Fontaine	Jean Ravanel, Léon Tournier		E. Fontaine, Jean Ravanel, Léon Tournier			Wikipedia
item_327	Prima ascensione: Brana (monte) 	Brana (monte)	FALSE		Silver age of alpinism		First absolute ascent				1875	1875	Anton Bauer, J.Seidl			Anton Bauer, J.Seidl			Wikipedia
item_328	Prima ascensione: Äbeni Flue 	Äbeni Flue	FALSE		Silver age of alpinism		First absolute ascent				27/08/1868	1868	Thomas Lloyd Murray Browne	Peter Bohren, Peter Schlegel		Thomas Lloyd Murray Browne, Peter Bohren, Peter Schlegel			Wikipedia
item_329	Prima ascensione: Cima Falkner 	Cima Falkner	FALSE				First absolute ascent				estate 1882	1882	Alberto de Falkner	Antonio Dallagiacoma		Alberto de Falkner, Antonio Dallagiacoma			Wikipedia
item_330	Prima ascensione: Monte Razor 	Monte Razor	FALSE				First absolute ascent				1842	1842	Otto Sendtner			Otto Sendtner			Wikipedia
item_331	Prima ascensione: Monte Sernio 	Monte Sernio	FALSE		Silver age of alpinism		First absolute ascent				21 agosto 1879	1879	Minetta Grassi, Annina Grassi			Minetta Grassi, Annina Grassi			Wikipedia
item_332	Prima ascensione: Monte Tullen 	Monte Tullen	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				6 ottobre 1895	1895	Hermann Delago			Hermann Delago			Wikipedia
item_333	Prima ascensione: Muntanitz 	Muntanitz	FALSE		Silver age of alpinism		First absolute ascent				2 settembre1871	1871	Arthur von Schmid	Führer Thomas Groder		Arthur von Schmid, Führer Thomas Groder			Wikipedia
item_334	Prima ascensione: Pic Gaspard 	Pic Gaspard	FALSE				First absolute ascent				1878	1878	Henry Duhamel	Pierre Gaspard, Christophe Roderon		Henry Duhamel, Pierre Gaspard, Christophe Roderon			Wikipedia
item_335	Prima ascensione: Puitkogel 	Puitkogel	FALSE				First absolute ascent				29 agosto 1894	1894	F. Lantscher, Josef Gstrein			F. Lantscher, Josef Gstrein			Wikipedia
item_336	Prima ascensione: Punta Basei 	Punta Basei	FALSE		Silver age of alpinism		First absolute ascent				1875	1875	C. Poccardi, G. Blanchetti			C. Poccardi, G. Blanchetti			Wikipedia
item_337	Prima ascensione: Punta dei Cors 	Punta dei Cors	FALSE		Silver age of alpinism		First absolute ascent				27 luglio 1877	1877	Giuseppe Corona	Jean-Pierre Maquignaz		Giuseppe Corona, Jean-Pierre Maquignaz			Wikipedia
item_338	Prima ascensione: Punta di Ceresole 	Punta di Ceresole	FALSE		Silver age of alpinism		First absolute ascent				1º luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet		[1]	Wikipedia
item_339	Prima ascensione: Punta Grober 	Punta Grober	FALSE		Silver age of alpinism		First absolute ascent				3 settembre 1874	1874	Antonio Grober, Giuseppe Antonelli, Giuseppe Necer	due portatori		Antonio Grober, Giuseppe Antonelli, Giuseppe Necer, due portatori			Wikipedia
item_340	Prima ascensione: Punta Innominata 	Punta Innominata	FALSE		Silver age of alpinism		First absolute ascent				23 luglio 1872	1872	Agostino Durazzo, Julien Grange, Séraphin Henry			Agostino Durazzo, Julien Grange, Séraphin Henry		[1]	Wikipedia
item_341	Prima ascensione: Punta Malta 	Punta Malta	FALSE				First absolute ascent				1907	1907	Ubaldo Valbusa			Ubaldo Valbusa			Wikipedia
item_342	Prima ascensione: Roccia Viva (montagna) 	Roccia Viva (montagna)	FALSE		Silver age of alpinism		First absolute ascent				5 luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet			Wikipedia
item_343	Prima ascensione: Torrone Alto 	Torrone Alto	FALSE				First absolute ascent				17 giugno 1892	1892	L. Darmstädter	J. E G. Stabeler		L. Darmstädter, J. E G. Stabeler			Wikipedia
item_344	Prima ascensione: Wetterhorn 	Wetterhorn	FALSE				First absolute ascent				31 agosto1844	1844	Melchior Bannholzer, Johann Jaun			Melchior Bannholzer, Johann Jaun			Wikipedia, Wikipedia Table
item_345	Prima ascensione: Becca di Monciair 	Becca di Monciair	FALSE		Silver age of alpinism		First absolute ascent				14 luglio1881	1881	G. Frasca, G. Blanchetti			G. Frasca, G. Blanchetti		Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_346	Prima ascensione: Aiguille de la Tsa 	Aiguille de la Tsa	FALSE		Silver age of alpinism		First absolute ascent				21 luglio 1868	1868	Pierre Beytrison	guide		Pierre Beytrison, guide			Wikipedia
item_347	Prima ascensione: Monte Sautron 	Monte Sautron	FALSE		Silver age of alpinism		First absolute ascent				1877	1877	Pio Paganini			Pio Paganini			Wikipedia
item_348	Prima ascensione: Ojstrica 	Ojstrica	FALSE				First absolute ascent				1823	1823	Ernest Joanelli			Ernest Joanelli			Wikipedia
item_349	Prima ascensione: Schrankogel 	Schrankogel	FALSE				First absolute ascent				20 Sep 1821	1821	Johann Georg Hargasser 		Kingdom of Bavaria	Johann Georg Hargasser 			Wikipedia
item_350	Prima ascensione: Schrankogel 	Schrankogel	FALSE				First absolute ascent				1840	1840	Pfarrer Schöpf			Pfarrer Schöpf			Wikipedia
item_351	Prima ascensione: Trifthorn 	Trifthorn	FALSE		Silver age of alpinism		First absolute ascent				1872	1872	W. Béreneck			W. Béreneck			Wikipedia
item_352	Prima ascensione: Altels 	Altels	FALSE		Silver age of alpinism		First absolute ascent				8 luglio 1874	1874	Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss			Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss			Wikipedia
item_353	Prima ascensione: Cima Altissima 	Cima Altissima	FALSE		Golden age of alpinism		First absolute ascent				1858	1858	J. Ganahl			J. Ganahl			Wikipedia
item_354	Prima ascensione: Cima del Prete 	Cima del Prete	FALSE		Silver age of alpinism		First absolute ascent				26 luglio1870	1870	Richard Gutberlet, Andrä Purtscheller, Alois Tanzer			Richard Gutberlet, Andrä Purtscheller, Alois Tanzer			Wikipedia
item_355	Prima ascensione: Ruderhofspitze 	Ruderhofspitze	FALSE		Golden age of alpinism		First absolute ascent				30 agosto 1864	1864	Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner			Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner			Wikipedia
item_356	Prima ascensione: Schesaplana 	Schesaplana	FALSE				First absolute ascent				1730	1730	Nicolin Sererhard [de] and two companions		Switzerland	Nicolin Sererhard [de] and two companions			Wikipedia Table
item_357	Prima ascensione: Schesaplana 	Schesaplana	FALSE				First absolute ascent				24 agosto1610	1610	Christa Barball, Claus Manall, David Pappus			Christa Barball, Claus Manall, David Pappus		For long considered to have been climbed by David Pappus and guides more than a century earlier, in August 1610, but this was a misconception. See Manfred Tschaikner, Das Urbar der Herrschaften Bludenz und Sonnenberg von 1620 – ein Überblick	Wikipedia
item_358	Prima ascensione: Sciora di Dentro 	Sciora di Dentro	FALSE				First absolute ascent				14 agosto 1888	1888	Theodor Curtius, R. Wiesner	C. Klucker		Theodor Curtius, R. Wiesner, C. Klucker			Wikipedia
item_359	Prima ascensione: Aiguille des Grands Charmoz 	Aiguille des Grands Charmoz	FALSE				First absolute ascent				9 agosto1885	1885	Henri Dunod, P. Vignon	J. Desailloux, F. Folliguet, F. Simond, G. Simond		Henri Dunod, P. Vignon, J. Desailloux, F. Folliguet, F. Simond, G. Simond			Wikipedia
item_360	Prima ascensione: Aiguille du Chardonnet 	Aiguille du Chardonnet	FALSE		Silver age of alpinism		First absolute ascent				1 agosto1879	1879	Percy W. Thomas	Josef Imboden, Josef Marie Lochmatter		Percy W. Thomas, Josef Imboden, Josef Marie Lochmatter		[1]	Wikipedia
item_361	Prima ascensione: Aiguille du Tacul 	Aiguille du Tacul	FALSE				First absolute ascent				15 gennaio 1905	1905	David Couttet, Jacques Couttet	John D. Forbes, Travels		David Couttet, Jacques Couttet, John D. Forbes, Travels			Wikipedia
item_362	Prima ascensione: Cima delle Lobbie 	Cima delle Lobbie	FALSE				First absolute ascent				15 aprile1897	1897	Ercole Daniele, Carlo Ratti, Alberto Viglino			Ercole Daniele, Carlo Ratti, Alberto Viglino			Wikipedia
item_363	Prima ascensione: Cime de l'Encoula 	Cime de l'Encoula	FALSE		Silver age of alpinism		First absolute ascent				1º agosto 1879	1879	Henry Duhamel	Pierre Gaspardpadre, Giraud-Lézin		Henry Duhamel, Pierre Gaspardpadre, Giraud-Lézin			Wikipedia
item_364	Prima ascensione: Monte Granero 	Monte Granero	FALSE		Silver age of alpinism		First absolute ascent				23 agosto 1879	1879	E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti			E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti			Wikipedia
item_365	Prima ascensione: Piz Grisch 	Piz Grisch	FALSE		Golden age of alpinism		First absolute ascent				1861	1861	Christian Hössli			Christian Hössli			Wikipedia
item_366	Prima ascensione: Piz Linard 	Piz Linard	FALSE				First absolute ascent		Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1573	1573	Lienhard/Chuonard			Lienhard/Chuonard			
item_367	Prima ascensione: Piz Linard 	Piz Linard	FALSE				First absolute ascent		Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1710	1710	Zadrell/Zodrell			Zadrell/Zodrell			
item_368	Prima ascensione: Piz Linard 	Piz Linard	FALSE				First absolute ascent		Settled	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1º agosto 1835	1835	Johann Madutz, Oswald Heer		Switzerland	Johann Madutz, Oswald Heer		Studer, Vol 3, pp. 382-5	Wikipedia, Wikipedia Table
item_369	Prima ascensione: Rocca dei Baranci 	Rocca dei Baranci	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				28 luglio 1878	1878	J. Oberschneider			J. Oberschneider			Wikipedia
item_370	Prima ascensione: Täschhorn 	Täschhorn	FALSE		Golden age of alpinism		First absolute ascent				30 luglio 1862	1862	John Llewelyn-Davies, J. W. Hayward	Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		John Llewelyn-Davies, J. W. Hayward, Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter			Wikipedia
item_371	Prima ascensione: La Sengla 	La Sengla	FALSE		Silver age of alpinism		First absolute ascent				22 luglio 1867	1867	Carl Shroeder, Séraphine Bessard			Carl Shroeder, Séraphine Bessard			Wikipedia
item_372	Prima ascensione: Lenzspitze 	Lenzspitze	FALSE		Silver age of alpinism		First absolute ascent				1870	1870	Clinton Thomas Dent	Alexander Burgener, Franz Burgener		Clinton Thomas Dent, Alexander Burgener, Franz Burgener			Wikipedia
item_373	Prima ascensione: Herbétet 	Herbétet	FALSE		Silver age of alpinism		First absolute ascent				22 agosto 1873	1873	Leopoldo Barale	Antonio Castagneri, G. Castagneri		Leopoldo Barale, Antonio Castagneri, G. Castagneri		Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963. [p. 245]	Wikipedia
item_374	Prima ascensione: Bishorn 	Bishorn	FALSE				First absolute ascent				18 agosto 1884	1884	G. S. Barnes, R. Chessyre-Walker	Joseph Imboden, J. M. Chanton		G. S. Barnes, R. Chessyre-Walker, Joseph Imboden, J. M. Chanton			Wikipedia
item_375	Prima ascensione: Breithorn Occidentale 	Breithorn Occidentale	FALSE				First absolute ascent				13 agosto1813	1813	Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin			Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin			Wikipedia
item_376	Prima ascensione: Grande Rocheuse 	Grande Rocheuse	FALSE		Silver age of alpinism		First absolute ascent				17 settembre1865	1865	Robert Fowler	Michel Ambroise Balmat, Michel A. Ducroz		Robert Fowler, Michel Ambroise Balmat, Michel A. Ducroz			Wikipedia
item_377	Prima ascensione: Gross Windgällen 	Gross Windgällen	FALSE				First absolute ascent				1848	1848	Josef Maria Tresch-Exer, Melchior Tresch			Josef Maria Tresch-Exer, Melchior Tresch			Wikipedia
item_378	Prima ascensione: Grosshorn 	Grosshorn	FALSE				First absolute ascent				26 luglio 1921	1921	H. Lauper, M. Liniger			H. Lauper, M. Liniger			Wikipedia
item_379	Prima ascensione: Monte Rothorn 	Monte Rothorn	FALSE				First absolute ascent				10 agosto1789	1789	Horace-Bénédict de Saussure			Horace-Bénédict de Saussure			Wikipedia
item_380	Prima ascensione: Piccolo Cervino 	Piccolo Cervino	FALSE				First absolute ascent				13 agosto 1792	1792	Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin	cinque guide		Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin, cinque guide			Wikipedia
item_381	Prima ascensione: Roc (Gran Paradiso) 	Roc (Gran Paradiso)	FALSE				First absolute ascent				22 agosto 1894	1894	C. Cookson, F. Truffer	Louis Etienne Jeantet		C. Cookson, F. Truffer, Louis Etienne Jeantet		[1]	Wikipedia
item_382	Prima ascensione: Rocca Bernauda 	Rocca Bernauda	FALSE				First absolute ascent				29 giugno 1885	1885	Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille			Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille			Wikipedia
item_383	Prima ascensione: Similaun 	Similaun	FALSE				First absolute ascent				1834	1834	Josef Raffeiner, Theodor Kaserer		Austria	Josef Raffeiner, Theodor Kaserer		Erschliessung 2, 326	Wikipedia, Wikipedia Table
item_384	Prima ascensione: Stecknadelhorn 	Stecknadelhorn	FALSE				First absolute ascent				8 agosto 1887	1887	Oscar Eckenstein, Matthias Zurbriggen			Oscar Eckenstein, Matthias Zurbriggen			Wikipedia
item_385	Prima ascensione: Tödi 	Tödi	FALSE				First absolute ascent				1º settembre 1824	1824	Augustin Bisquolm, Placi Curschellas		Switzerland	Augustin Bisquolm, Placi Curschellas		Erschliessung 2, 433 (The botanist stopped 5 m below the summit)	Wikipedia, Wikipedia Table
item_386	Prima ascensione: Crodaccia Alta 	Crodaccia Alta	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				1949	1949	Paolo Consiglio	Marino Dall'Oglio		Paolo Consiglio, Marino Dall'Oglio			Wikipedia
item_387	Prima ascensione: Dolgi hrbet 	Dolgi hrbet	FALSE		Silver age of alpinism		First absolute ascent				1875	1875	Johannes Frischauf, Jernej Vršnik			Johannes Frischauf, Jernej Vršnik			Wikipedia
item_388	Prima ascensione: Dôme de Chasseforêt 	Dôme de Chasseforêt	FALSE		Silver age of alpinism		First absolute ascent				1876	1876	Victor Puissieux, Pierre Puissieux, André Puissieux			Victor Puissieux, Pierre Puissieux, André Puissieux			Wikipedia
item_389	Prima ascensione: Dôme du Goûter 	Dôme du Goûter	FALSE				First absolute ascent				17 Sep 1784	1784	Jean-Marie Couttet, François Cuidet		Duchy of Savoi	Jean-Marie Couttet, François Cuidet			Wikipedia Table
item_390	Prima ascensione: Dôme du Goûter 	Dôme du Goûter	FALSE				First absolute ascent				14 luglio1775	1775	Jean Nicolas Couteran	François Paccard, Michel Paccard, Victor Tissai		Jean Nicolas Couteran, François Paccard, Michel Paccard, Victor Tissai			Wikipedia
item_391	Prima ascensione: Finsteraarhorn 	Finsteraarhorn	FALSE				First absolute ascent				10 agosto 1829	1829	Jakob Leuthold, Johann Währen		Switzerland	Jakob Leuthold, Johann Währen		Studer, Vol 2, pp. 80-4	Wikipedia, Wipedia Table
item_392	Prima ascensione: Fletschhorn 	Fletschhorn	FALSE				Ascent			First North	25/07/1927	1927	E. R. Blanchet	Oskar Supersaxo, Kaspar Mooser		E. R. Blanchet, Oskar Supersaxo, Kaspar Mooser			Wikipedia
item_393	Prima ascensione: Nesthorn 	Nesthorn	FALSE		Silver age of alpinism		First absolute ascent				18 settembre 1875	1875	Hereford Brooke George, H. Mortimer	Ulrich Almer, Christian Almer		Hereford Brooke George, H. Mortimer, Ulrich Almer, Christian Almer			Wikipedia
item_394	Prima ascensione: Pic Sans Nom 	Pic Sans Nom	FALSE		Silver age of alpinism		First absolute ascent				10 luglio 1877	1877	J. B. Colgrove, Richard Pendlebury	Gabriel Spectenhauser, Josef Spectenhauser		J. B. Colgrove, Richard Pendlebury, Gabriel Spectenhauser, Josef Spectenhauser			Wikipedia
item_395	Prima ascensione: Cima del Lago Bianco 	Cima del Lago Bianco	FALSE		Silver age of alpinism		First absolute ascent				1870	1870	Franz Senn, V. v. Mayrl, J. Wanderer	I. Schöpf		Franz Senn, V. v. Mayrl, J. Wanderer, I. Schöpf			Wikipedia
item_396	Prima ascensione: Cima dell'Accla 	Cima dell'Accla	FALSE				First absolute ascent				17 agosto1887	1887	Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter			Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter			Wikipedia
item_397	Prima ascensione: Cima Dura 	Cima Dura	FALSE		Silver age of alpinism		First absolute ascent				luglio 1877	1877	C. Arnold, Josef Außerhofer			C. Arnold, Josef Außerhofer			Wikipedia
item_398	Prima ascensione: Cima Libera 	Cima Libera	FALSE		Silver age of alpinism		First absolute ascent				1865	1865	F. Leis			F. Leis			Wikipedia
item_399	Prima ascensione: Cima Pisciadù 	Cima Pisciadù	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				1872	1872	Johannes Alton, Joseph Alton			Johannes Alton, Joseph Alton		Fabio Favaretto e Andrea Zannini, Gruppo di Sella, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1991.	Wikipedia
item_400	Prima ascensione: Cima Tessa 	Cima Tessa	FALSE		Silver age of alpinism		First absolute ascent				22 luglio1871	1871	Theodor Petersen	L. Ennemoser, J. Hellriegl		Theodor Petersen, L. Ennemoser, J. Hellriegl			Wikipedia
item_401	Prima ascensione: Monte Rosso (Alpi Venoste) 	Monte Rosso (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent				14 luglio1872	1872	Theodor Petersen, Rochus Raffeiner, Illdefons Kobler			Theodor Petersen, Rochus Raffeiner, Illdefons Kobler			Wikipedia
item_402	Prima ascensione: Monte Silvretta 	Monte Silvretta	FALSE		Silver age of alpinism		First absolute ascent				1865	1865	Jules Jacot	due guide		Jules Jacot, due guide			Wikipedia
item_403	Prima ascensione: Monte Zingla 	Monte Zingla	FALSE				First absolute ascent				1906	1906	Francesco Coppellotti, Paolino Tonelli			Francesco Coppellotti, Paolino Tonelli			Wikipedia
item_404	Prima ascensione: Piz Kesch 	Piz Kesch	FALSE				First absolute ascent				7 Sep 1846	1846	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner		Switzerland	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner		Studer, Vol 3, pp. 355-6	Wikipedia, Wikipedia Table
item_405	Prima ascensione: Piz Scerscen 	Piz Scerscen	FALSE		Silver age of alpinism		First absolute ascent				13 settembre 1877	1877	Paul Güssfeldt	Hans Grass, Kaspar Capat		Paul Güssfeldt, Hans Grass, Kaspar Capat			Wikipedia
item_406	Prima ascensione: Pizzo Badile Camuno 	Pizzo Badile Camuno	FALSE				First absolute ascent				25 maggio 1884	1884	Battista Beatrici, Francesco Ballardini			Battista Beatrici, Francesco Ballardini			Wikipedia
