pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
item_326	Event on Aiguille du Jardin 	Aiguille du Jardin	FALSE				First absolute ascent			1 agosto1904	1904	E. Fontaine	Jean Ravanel, Léon Tournier		E. Fontaine, Jean Ravanel, Léon Tournier		Wikipedia
item_327	Event on Brana (monte) 	Brana (monte)	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Anton Bauer, J.Seidl			Anton Bauer, J.Seidl		Wikipedia
item_328	Event on Äbeni Flue 	Äbeni Flue	FALSE		Silver age of alpinism		First absolute ascent			27/08/1868	1868	Thomas Lloyd Murray Browne	Peter Bohren, Peter Schlegel		Thomas Lloyd Murray Browne, Peter Bohren, Peter Schlegel		Wikipedia
item_329	Event on Cima Falkner 	Cima Falkner	FALSE				First absolute ascent			estate 1882	1882	Alberto de Falkner	Antonio Dallagiacoma		Alberto de Falkner, Antonio Dallagiacoma		Wikipedia
item_330	Event on Monte Razor 	Monte Razor	FALSE				First absolute ascent			1842	1842	Otto Sendtner			Otto Sendtner		Wikipedia
item_331	Event on Monte Sernio 	Monte Sernio	FALSE		Silver age of alpinism		First absolute ascent			21 agosto 1879	1879	Minetta Grassi, Annina Grassi			Minetta Grassi, Annina Grassi		Wikipedia
item_332	Event on Monte Tullen 	Monte Tullen	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			6 ottobre 1895	1895	Hermann Delago			Hermann Delago		Wikipedia
item_333	Event on Muntanitz 	Muntanitz	FALSE		Silver age of alpinism		First absolute ascent			2 settembre1871	1871	Arthur von Schmid	Führer Thomas Groder		Arthur von Schmid, Führer Thomas Groder		Wikipedia
item_334	Event on Pic Gaspard 	Pic Gaspard	FALSE				First absolute ascent			1878	1878	Henry Duhamel	Pierre Gaspard, Christophe Roderon		Henry Duhamel, Pierre Gaspard, Christophe Roderon		Wikipedia
item_335	Event on Puitkogel 	Puitkogel	FALSE				First absolute ascent			29 agosto 1894	1894	F. Lantscher, Josef Gstrein			F. Lantscher, Josef Gstrein		Wikipedia
item_336	Event on Punta Basei 	Punta Basei	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	C. Poccardi, G. Blanchetti			C. Poccardi, G. Blanchetti		Wikipedia
item_337	Event on Punta dei Cors 	Punta dei Cors	FALSE		Silver age of alpinism		First absolute ascent			27 luglio 1877	1877	Giuseppe Corona	Jean-Pierre Maquignaz		Giuseppe Corona, Jean-Pierre Maquignaz		Wikipedia
item_338	Event on Punta di Ceresole 	Punta di Ceresole	FALSE		Silver age of alpinism		First absolute ascent			1º luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet	[1]	Wikipedia
item_339	Event on Punta Grober 	Punta Grober	FALSE		Silver age of alpinism		First absolute ascent			3 settembre 1874	1874	Antonio Grober, Giuseppe Antonelli, Giuseppe Necer	due portatori		Antonio Grober, Giuseppe Antonelli, Giuseppe Necer, due portatori		Wikipedia
item_340	Event on Punta Innominata 	Punta Innominata	FALSE		Silver age of alpinism		First absolute ascent			23 luglio 1872	1872	Agostino Durazzo, Julien Grange, Séraphin Henry			Agostino Durazzo, Julien Grange, Séraphin Henry	[1]	Wikipedia
item_341	Event on Punta Malta 	Punta Malta	FALSE				First absolute ascent			1907	1907	Ubaldo Valbusa			Ubaldo Valbusa		Wikipedia
item_342	Event on Roccia Viva (montagna) 	Roccia Viva (montagna)	FALSE		Silver age of alpinism		First absolute ascent			5 luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet		Wikipedia
item_343	Event on Torrone Alto 	Torrone Alto	FALSE				First absolute ascent			17 giugno 1892	1892	L. Darmstädter	J. E G. Stabeler		L. Darmstädter, J. E G. Stabeler		Wikipedia
item_344	Event on Wetterhorn 	Wetterhorn	FALSE				First absolute ascent			31 agosto1844	1844	Melchior Bannholzer, Johann Jaun			Melchior Bannholzer, Johann Jaun		Wikipedia, Wikipedia Table
item_345	Event on Becca di Monciair 	Becca di Monciair	FALSE		Silver age of alpinism		First absolute ascent			14 luglio1881	1881	G. Frasca, G. Blanchetti			G. Frasca, G. Blanchetti	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_346	Event on Aiguille de la Tsa 	Aiguille de la Tsa	FALSE		Silver age of alpinism		First absolute ascent			21 luglio 1868	1868	Pierre Beytrison	guide		Pierre Beytrison, guide		Wikipedia
item_347	Event on Monte Sautron 	Monte Sautron	FALSE		Silver age of alpinism		First absolute ascent			1877	1877	Pio Paganini			Pio Paganini		Wikipedia
item_348	Event on Ojstrica 	Ojstrica	FALSE				First absolute ascent			1823	1823	Ernest Joanelli			Ernest Joanelli		Wikipedia
item_349	Event on Schrankogel 	Schrankogel	FALSE				First absolute ascent			20 Sep 1821	1821	Johann Georg Hargasser 		Kingdom of Bavaria	Johann Georg Hargasser 		Wikipedia
item_350	Event on Schrankogel 	Schrankogel	FALSE				First absolute ascent			1840	1840	Pfarrer Schöpf			Pfarrer Schöpf		Wikipedia
item_351	Event on Trifthorn 	Trifthorn	FALSE		Silver age of alpinism		First absolute ascent			1872	1872	W. Béreneck			W. Béreneck		Wikipedia
item_352	Event on Altels 	Altels	FALSE		Silver age of alpinism		First absolute ascent			8 luglio 1874	1874	Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss			Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss		Wikipedia
item_353	Event on Cima Altissima 	Cima Altissima	FALSE		Golden age of alpinism		First absolute ascent			1858	1858	J. Ganahl			J. Ganahl		Wikipedia
item_354	Event on Cima del Prete 	Cima del Prete	FALSE		Silver age of alpinism		First absolute ascent			26 luglio1870	1870	Richard Gutberlet, Andrä Purtscheller, Alois Tanzer			Richard Gutberlet, Andrä Purtscheller, Alois Tanzer		Wikipedia
item_355	Event on Ruderhofspitze 	Ruderhofspitze	FALSE		Golden age of alpinism		First absolute ascent			30 agosto 1864	1864	Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner			Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner		Wikipedia
item_356	Event on Schesaplana 	Schesaplana	FALSE				First absolute ascent			1730	1730	Nicolin Sererhard [de] and two companions		Switzerland	Nicolin Sererhard [de] and two companions		Wikipedia Table
item_357	Event on Schesaplana 	Schesaplana	FALSE				First absolute ascent			24 agosto1610	1610	Christa Barball, Claus Manall, David Pappus			Christa Barball, Claus Manall, David Pappus	For long considered to have been climbed by David Pappus and guides more than a century earlier, in August 1610, but this was a misconception. See Manfred Tschaikner, Das Urbar der Herrschaften Bludenz und Sonnenberg von 1620 – ein Überblick	Wikipedia
item_358	Event on Sciora di Dentro 	Sciora di Dentro	FALSE				First absolute ascent			14 agosto 1888	1888	Theodor Curtius, R. Wiesner	C. Klucker		Theodor Curtius, R. Wiesner, C. Klucker		Wikipedia
item_359	Event on Aiguille des Grands Charmoz 	Aiguille des Grands Charmoz	FALSE				First absolute ascent			9 agosto1885	1885	Henri Dunod, P. Vignon	J. Desailloux, F. Folliguet, F. Simond, G. Simond		Henri Dunod, P. Vignon, J. Desailloux, F. Folliguet, F. Simond, G. Simond		Wikipedia
item_360	Event on Aiguille du Chardonnet 	Aiguille du Chardonnet	FALSE		Silver age of alpinism		First absolute ascent			1 agosto1879	1879	Percy W. Thomas	Josef Imboden, Josef Marie Lochmatter		Percy W. Thomas, Josef Imboden, Josef Marie Lochmatter	[1]	Wikipedia
item_361	Event on Aiguille du Tacul 	Aiguille du Tacul	FALSE				First absolute ascent			15 gennaio 1905	1905	David Couttet, Jacques Couttet	John D. Forbes, Travels		David Couttet, Jacques Couttet, John D. Forbes, Travels		Wikipedia
item_362	Event on Cima delle Lobbie 	Cima delle Lobbie	FALSE				First absolute ascent			15 aprile1897	1897	Ercole Daniele, Carlo Ratti, Alberto Viglino			Ercole Daniele, Carlo Ratti, Alberto Viglino		Wikipedia
item_363	Event on Cime de l'Encoula 	Cime de l'Encoula	FALSE		Silver age of alpinism		First absolute ascent			1º agosto 1879	1879	Henry Duhamel	Pierre Gaspardpadre, Giraud-Lézin		Henry Duhamel, Pierre Gaspardpadre, Giraud-Lézin		Wikipedia
item_364	Event on Monte Granero 	Monte Granero	FALSE		Silver age of alpinism		First absolute ascent			23 agosto 1879	1879	E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti			E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti		Wikipedia
item_365	Event on Piz Grisch 	Piz Grisch	FALSE		Golden age of alpinism		First absolute ascent			1861	1861	Christian Hössli			Christian Hössli		Wikipedia
item_366	Event on Piz Linard 	Piz Linard	FALSE				First absolute ascent	Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1573	1573	Lienhard/Chuonard			Lienhard/Chuonard		
item_367	Event on Piz Linard 	Piz Linard	FALSE				First absolute ascent	Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1710	1710	Zadrell/Zodrell			Zadrell/Zodrell		
item_368	Event on Piz Linard 	Piz Linard	FALSE				First absolute ascent	Settled	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1º agosto 1835	1835	Johann Madutz, Oswald Heer		Switzerland	Johann Madutz, Oswald Heer	Studer, Vol 3, pp. 382-5	Wikipedia, Wikipedia Table
item_369	Event on Rocca dei Baranci 	Rocca dei Baranci	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			28 luglio 1878	1878	J. Oberschneider			J. Oberschneider		Wikipedia
item_370	Event on Täschhorn 	Täschhorn	FALSE		Golden age of alpinism		First absolute ascent			30 luglio 1862	1862	John Llewelyn-Davies, J. W. Hayward	Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		John Llewelyn-Davies, J. W. Hayward, Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		Wikipedia
item_371	Event on La Sengla 	La Sengla	FALSE		Silver age of alpinism		First absolute ascent			22 luglio 1867	1867	Carl Shroeder, Séraphine Bessard			Carl Shroeder, Séraphine Bessard		Wikipedia
item_372	Event on Lenzspitze 	Lenzspitze	FALSE		Silver age of alpinism		First absolute ascent			1870	1870	Clinton Thomas Dent	Alexander Burgener, Franz Burgener		Clinton Thomas Dent, Alexander Burgener, Franz Burgener		Wikipedia
item_373	Event on Herbétet 	Herbétet	FALSE		Silver age of alpinism		First absolute ascent			22 agosto 1873	1873	Leopoldo Barale	Antonio Castagneri, G. Castagneri		Leopoldo Barale, Antonio Castagneri, G. Castagneri	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963. [p. 245]	Wikipedia
item_374	Event on Bishorn 	Bishorn	FALSE				First absolute ascent			18 agosto 1884	1884	G. S. Barnes, R. Chessyre-Walker	Joseph Imboden, J. M. Chanton		G. S. Barnes, R. Chessyre-Walker, Joseph Imboden, J. M. Chanton		Wikipedia
item_375	Event on Breithorn Occidentale 	Breithorn Occidentale	FALSE				First absolute ascent			13 agosto1813	1813	Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin			Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin		Wikipedia
item_376	Event on Grande Rocheuse 	Grande Rocheuse	FALSE		Silver age of alpinism		First absolute ascent			17 settembre1865	1865	Robert Fowler	Michel Ambroise Balmat, Michel A. Ducroz		Robert Fowler, Michel Ambroise Balmat, Michel A. Ducroz		Wikipedia
item_377	Event on Gross Windgällen 	Gross Windgällen	FALSE				First absolute ascent			1848	1848	Josef Maria Tresch-Exer, Melchior Tresch			Josef Maria Tresch-Exer, Melchior Tresch		Wikipedia
item_378	Event on Grosshorn 	Grosshorn	FALSE				First absolute ascent			26 luglio 1921	1921	H. Lauper, M. Liniger			H. Lauper, M. Liniger		Wikipedia
item_379	Event on Monte Rothorn 	Monte Rothorn	FALSE				First absolute ascent			10 agosto1789	1789	Horace-Bénédict de Saussure			Horace-Bénédict de Saussure		Wikipedia
item_380	Event on Piccolo Cervino 	Piccolo Cervino	FALSE				First absolute ascent			13 agosto 1792	1792	Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin	cinque guide		Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin, cinque guide		Wikipedia
item_381	Event on Roc (Gran Paradiso) 	Roc (Gran Paradiso)	FALSE				First absolute ascent			22 agosto 1894	1894	C. Cookson, F. Truffer	Louis Etienne Jeantet		C. Cookson, F. Truffer, Louis Etienne Jeantet	[1]	Wikipedia
item_382	Event on Rocca Bernauda 	Rocca Bernauda	FALSE				First absolute ascent			29 giugno 1885	1885	Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille			Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille		Wikipedia
item_383	Event on Similaun 	Similaun	FALSE				First absolute ascent			1834	1834	Josef Raffeiner, Theodor Kaserer		Austria	Josef Raffeiner, Theodor Kaserer	Erschliessung 2, 326	Wikipedia, Wikipedia Table
item_384	Event on Stecknadelhorn 	Stecknadelhorn	FALSE				First absolute ascent			8 agosto 1887	1887	Oscar Eckenstein, Matthias Zurbriggen			Oscar Eckenstein, Matthias Zurbriggen		Wikipedia
item_385	Event on Tödi 	Tödi	FALSE				First absolute ascent			1º settembre 1824	1824	Augustin Bisquolm, Placi Curschellas		Switzerland	Augustin Bisquolm, Placi Curschellas	Erschliessung 2, 433 (The botanist stopped 5 m below the summit)	Wikipedia, Wikipedia Table
item_386	Event on Crodaccia Alta 	Crodaccia Alta	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			1949	1949	Paolo Consiglio	Marino Dall'Oglio		Paolo Consiglio, Marino Dall'Oglio		Wikipedia
item_387	Event on Dolgi hrbet 	Dolgi hrbet	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Johannes Frischauf, Jernej Vršnik			Johannes Frischauf, Jernej Vršnik		Wikipedia
item_388	Event on Dôme de Chasseforêt 	Dôme de Chasseforêt	FALSE		Silver age of alpinism		First absolute ascent			1876	1876	Victor Puissieux, Pierre Puissieux, André Puissieux			Victor Puissieux, Pierre Puissieux, André Puissieux		Wikipedia
item_389	Event on Dôme du Goûter 	Dôme du Goûter	FALSE				First absolute ascent			17 Sep 1784	1784	Jean-Marie Couttet, François Cuidet		Duchy of Savoi	Jean-Marie Couttet, François Cuidet		Wikipedia Table
item_390	Event on Dôme du Goûter 	Dôme du Goûter	FALSE				First absolute ascent			14 luglio1775	1775	Jean Nicolas Couteran	François Paccard, Michel Paccard, Victor Tissai		Jean Nicolas Couteran, François Paccard, Michel Paccard, Victor Tissai		Wikipedia
item_391	Event on Finsteraarhorn 	Finsteraarhorn	FALSE				First absolute ascent			10 agosto 1829	1829	Jakob Leuthold, Johann Währen		Switzerland	Jakob Leuthold, Johann Währen	Studer, Vol 2, pp. 80-4	Wikipedia, Wipedia Table
item_392	Event on Fletschhorn 	Fletschhorn	FALSE				Ascent		First North	25/07/1927	1927	E. R. Blanchet	Oskar Supersaxo, Kaspar Mooser		E. R. Blanchet, Oskar Supersaxo, Kaspar Mooser		Wikipedia
item_393	Event on Nesthorn 	Nesthorn	FALSE		Silver age of alpinism		First absolute ascent			18 settembre 1875	1875	Hereford Brooke George, H. Mortimer	Ulrich Almer, Christian Almer		Hereford Brooke George, H. Mortimer, Ulrich Almer, Christian Almer		Wikipedia
item_394	Event on Pic Sans Nom 	Pic Sans Nom	FALSE		Silver age of alpinism		First absolute ascent			10 luglio 1877	1877	J. B. Colgrove, Richard Pendlebury	Gabriel Spectenhauser, Josef Spectenhauser		J. B. Colgrove, Richard Pendlebury, Gabriel Spectenhauser, Josef Spectenhauser		Wikipedia
item_395	Event on Cima del Lago Bianco 	Cima del Lago Bianco	FALSE		Silver age of alpinism		First absolute ascent			1870	1870	Franz Senn, V. v. Mayrl, J. Wanderer	I. Schöpf		Franz Senn, V. v. Mayrl, J. Wanderer, I. Schöpf		Wikipedia
item_396	Event on Cima dell'Accla 	Cima dell'Accla	FALSE				First absolute ascent			17 agosto1887	1887	Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter			Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter		Wikipedia
item_397	Event on Cima Dura 	Cima Dura	FALSE		Silver age of alpinism		First absolute ascent			luglio 1877	1877	C. Arnold, Josef Außerhofer			C. Arnold, Josef Außerhofer		Wikipedia
item_398	Event on Cima Libera 	Cima Libera	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	F. Leis			F. Leis		Wikipedia
item_399	Event on Cima Pisciadù 	Cima Pisciadù	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1872	1872	Johannes Alton, Joseph Alton			Johannes Alton, Joseph Alton	Fabio Favaretto e Andrea Zannini, Gruppo di Sella, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1991.	Wikipedia
item_400	Event on Cima Tessa 	Cima Tessa	FALSE		Silver age of alpinism		First absolute ascent			22 luglio1871	1871	Theodor Petersen	L. Ennemoser, J. Hellriegl		Theodor Petersen, L. Ennemoser, J. Hellriegl		Wikipedia
item_401	Event on Monte Rosso (Alpi Venoste) 	Monte Rosso (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent			14 luglio1872	1872	Theodor Petersen, Rochus Raffeiner, Illdefons Kobler			Theodor Petersen, Rochus Raffeiner, Illdefons Kobler		Wikipedia
item_402	Event on Monte Silvretta 	Monte Silvretta	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	Jules Jacot	due guide		Jules Jacot, due guide		Wikipedia
item_403	Event on Monte Zingla 	Monte Zingla	FALSE				First absolute ascent			1906	1906	Francesco Coppellotti, Paolino Tonelli			Francesco Coppellotti, Paolino Tonelli		Wikipedia
item_404	Event on Piz Kesch 	Piz Kesch	FALSE				First absolute ascent			7 Sep 1846	1846	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner		Switzerland	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner	Studer, Vol 3, pp. 355-6	Wikipedia, Wikipedia Table
item_405	Event on Piz Scerscen 	Piz Scerscen	FALSE		Silver age of alpinism		First absolute ascent			13 settembre 1877	1877	Paul Güssfeldt	Hans Grass, Kaspar Capat		Paul Güssfeldt, Hans Grass, Kaspar Capat		Wikipedia
item_406	Event on Pizzo Badile Camuno 	Pizzo Badile Camuno	FALSE				First absolute ascent			25 maggio 1884	1884	Battista Beatrici, Francesco Ballardini			Battista Beatrici, Francesco Ballardini		Wikipedia
item_407	Event on Pizzo Bernina 	Pizzo Bernina	FALSE				First absolute ascent			13 settembre 1850	1850	Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner			Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner	[1]	Wikipedia
item_408	Event on Pizzo del Diavolo di Tenda 	Pizzo del Diavolo di Tenda	FALSE		Silver age of alpinism		First absolute ascent			settembre 1870	1870	Alessandro Rossi			Alessandro Rossi		Wikipedia
item_409	Event on Pizzo Suretta 	Pizzo Suretta	FALSE		Silver age of alpinism		First absolute ascent			18 luglio 1869	1869	Arnold Baltzer	Georg Trepp		Arnold Baltzer, Georg Trepp		Wikipedia
item_410	Event on Polluce (monte) 	Polluce (monte)	FALSE		Golden age of alpinism		First absolute ascent			1º agosto 1864	1864	Peter Taugwalder senior, Jules Jacot			Peter Taugwalder senior, Jules Jacot		Wikipedia
item_411	Event on Presolana 	Presolana	FALSE		Silver age of alpinism		First absolute ascent			3 ottobre1870	1870	A. Curò, F. Frizzoni, C. Medici			A. Curò, F. Frizzoni, C. Medici		Wikipedia
item_412	Event on Punta Bianca (Alpi della Zillertal) 	Punta Bianca (Alpi della Zillertal)	FALSE		Silver age of alpinism		First absolute ascent			8 agosto 1871	1871	Erich Künigl			Erich Künigl		Wikipedia
item_413	Event on Punta di Finale 	Punta di Finale	FALSE		Silver age of alpinism		First absolute ascent			8 settembre1865	1865	Franz Senn	Cyprian Granbichler, Josef Gstrein		Franz Senn, Cyprian Granbichler, Josef Gstrein		Wikipedia
item_414	Event on Tour Jaune de Barabbas 	Tour Jaune de Barabbas	FALSE				First absolute ascent			5 agosto 1907	1907	L. Noel, M. R. Touchon			L. Noel, M. R. Touchon		Wikipedia
item_415	Event on Tour Noir 	Tour Noir	FALSE		Silver age of alpinism		First absolute ascent			3 agosto 1876	1876	E. Javelle, F. F. Turner	J. Moser, f. Tournier		E. Javelle, F. F. Turner, J. Moser, f. Tournier		Wikipedia
item_416	Event on Velika Baba 	Velika Baba	FALSE				First absolute ascent			1896	1896	Lovrenc Potočnik, Louise Schütz, Paula Schütz			Lovrenc Potočnik, Louise Schütz, Paula Schütz		Wikipedia
item_417	Event on Vordere Kopfwand 	Vordere Kopfwand	FALSE				First absolute ascent			10 agosto 1922	1922	H. Heinzl, G. Köhler			H. Heinzl, G. Köhler		Wikipedia
item_418	Event on Wellenkuppe 	Wellenkuppe	FALSE		Silver age of alpinism		First absolute ascent			1º luglio 1865	1865	Lord Francis Douglas	P. Inäbnit, Peter Taugwalder senior		Lord Francis Douglas, P. Inäbnit, Peter Taugwalder senior		Wikipedia
item_419	Event on Zeleniške 	Zeleniške	FALSE				First absolute ascent			1911	1911	Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča			Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča		Wikipedia
item_420	Event on Cima Maledia 	Cima Maledia	FALSE				First absolute ascent			1895	1895	M. Louis Maubert, Jean-Baptiste Plent			M. Louis Maubert, Jean-Baptiste Plent		Wikipedia
item_421	Event on Kitzsteinhorn 	Kitzsteinhorn	FALSE				First absolute ascent			1828	1828	Johann Entacher		Austria	Johann Entacher	Erschliessung 3, 220-1	Wikipedia, Wikipedia Table
item_422	Event on Ludwigshöhe 	Ludwigshöhe	FALSE				First absolute ascent			25 agosto 1822	1822	Ludwig van Welden			Ludwig van Welden		Wikipedia
item_423	Event on Mont Greuvetta 	Mont Greuvetta	FALSE		Silver age of alpinism		First absolute ascent			15 agosto1876	1876	Lionel Dècle	Henry Devouassoud, Edouard Cupelin		Lionel Dècle, Henry Devouassoud, Edouard Cupelin	[1]	Wikipedia
item_424	Event on Cima di Entrelor 	Cima di Entrelor	FALSE		Silver age of alpinism		First absolute ascent			14 agosto 1877	1877	Pierre Puiseux, Louis Boutan			Pierre Puiseux, Louis Boutan	[1]	Wikipedia
item_425	Event on Dammastock 	Dammastock	FALSE		Golden age of alpinism		First absolute ascent			28 luglio 1864	1864	Albert Hoffmann-Burkhardt	Johann Fischer e Andreas von Weissenfluh		Albert Hoffmann-Burkhardt, Johann Fischer e Andreas von Weissenfluh		Wikipedia
item_426	Event on Hockenhorn 	Hockenhorn	FALSE				First absolute ascent			1840	1840	Arthur Thomas Malkin			Arthur Thomas Malkin		Wikipedia
item_427	Event on Campanile di Val Montanaia 	Campanile di Val Montanaia	FALSE				First absolute ascent			17/09/1902	1902	Victor Wolf  von Glanvell, Karl von Saar			Victor Wolf  von Glanvell, Karl von Saar		Wikipedia
item_428	Event on Jôf di Montasio 	Jôf di Montasio	FALSE		Silver age of alpinism		First absolute ascent			1877	1877	Herman Findenegg			Herman Findenegg		Wikipedia
item_429	Event on Monte Brulé 	Monte Brulé	FALSE				First absolute ascent			6 agosto 1882	1882	Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff			Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff		Wikipedia
item_430	Event on Monte Oronaye 	Monte Oronaye	FALSE				First absolute ascent			agosto 1883	1883	Giovanni Masini, Ettore Troya			Giovanni Masini, Ettore Troya		Wikipedia
item_431	Event on Punta Calabre 	Punta Calabre	FALSE		Silver age of alpinism		First absolute ascent			7 agosto 1881	1881	Ettore Troya	caporali alpini		Ettore Troya, caporali alpini	[1]	Wikipedia
item_432	Event on Punta Valletta 	Punta Valletta	FALSE				First absolute ascent			1 settembre 1888	1888	Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi			Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi	[1]	Wikipedia
item_433	Event on Tête du Rouget 	Tête du Rouget	FALSE		Silver age of alpinism		First absolute ascent			23 luglio 1877	1877	Emmanuel Boileau de Castelnau	Pierre Gaspard padre e figlio		Emmanuel Boileau de Castelnau, Pierre Gaspard padre e figlio		Wikipedia
item_434	Event on Denti d'Ambin 	Denti d'Ambin	FALSE				First absolute ascent			14 luglio 1884	1884	Giovanni Gerra	Edoardo Sibille, Francesco Sibille		Giovanni Gerra, Edoardo Sibille, Francesco Sibille		Wikipedia
item_435	Event on Hoher Dachstein 	Hoher Dachstein	FALSE				First Winter Ascent	Unisputed	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	14 January 1847	1847	Friedrich Simony			Friedrich Simony		Wikipedia
item_436	Event on Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent	Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1823	1823	Jakob Buchsteiner			Jakob Buchsteiner		Wikipedia
item_437	Event on Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent	Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1819	1819	Jakob Buchsteiner			Jakob Buchsteiner		Wikipedia
item_438	Event on Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent	Alternative Hypotheses		1832	1832	Peter Gappmayr		Austria	Peter Gappmayr	Erschliessung 1, 331-2, 335	Wikipedia Table
item_439	Event on Hoher Dachstein 	Hoher Dachstein	FALSE				First absolute ascent	Settled		04/09/1834	1834	Peter Carl Thurwieser	Adam Gappmayr, Peter Gappmayr		Peter Carl Thurwieser, Adam Gappmayr, Peter Gappmayr		Wikipedia
