pivot_ID	event_name	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
362	Breithorn Occidentale	FALSE				First absolute ascent			13 agosto1813	1813	Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin			Henry Maynard, Joseph-Marie Couttet, Jean Gras, Jean-Baptiste Hérin, Jean-Jacques Hérin		Wikipedia
363	Grande Rocheuse	FALSE		Silver age of alpinism		First absolute ascent			17 settembre1865	1865	Robert Fowler	Michel Ambroise Balmat, Michel A. Ducroz		Robert Fowler, Michel Ambroise Balmat, Michel A. Ducroz		Wikipedia
364	Gross Windgällen	FALSE				First absolute ascent			1848	1848	Josef Maria Tresch-Exer, Melchior Tresch			Josef Maria Tresch-Exer, Melchior Tresch		Wikipedia
365	Grosshorn	FALSE				First absolute ascent			26 luglio 1921	1921	H. Lauper, M. Liniger			H. Lauper, M. Liniger		Wikipedia
366	Monte Rothorn	FALSE				First absolute ascent			10 agosto1789	1789	Horace-Bénédict de Saussure			Horace-Bénédict de Saussure		Wikipedia
367	Piccolo Cervino	FALSE				First absolute ascent			13 agosto 1792	1792	Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin	cinque guide		Horace-Bénédict de Saussure, Joseph-Marie Couttet, J.B. Errin, cinque guide		Wikipedia
368	Roc (Gran Paradiso)	FALSE				First absolute ascent			22 agosto 1894	1894	C. Cookson, F. Truffer	Louis Etienne Jeantet		C. Cookson, F. Truffer, Louis Etienne Jeantet	[1]	Wikipedia
369	Rocca Bernauda	FALSE				First absolute ascent			29 giugno 1885	1885	Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille			Leopoldo Barale, Michelangelo Borgarelli, Edoardo Firez, Augusto Sibille		Wikipedia
370	Similaun	FALSE				First absolute ascent			1834	1834	Josef Raffeiner, Theodor Kaserer		Austria	Josef Raffeiner, Theodor Kaserer	Erschliessung 2, 326	Wikipedia, Wikipedia Table
371	Stecknadelhorn	FALSE				First absolute ascent			8 agosto 1887	1887	Oscar Eckenstein, Matthias Zurbriggen			Oscar Eckenstein, Matthias Zurbriggen		Wikipedia
372	Tödi	FALSE				First absolute ascent			1º settembre 1824	1824	Augustin Bisquolm, Placi Curschellas		Switzerland	Augustin Bisquolm, Placi Curschellas	Erschliessung 2, 433 (The botanist stopped 5 m below the summit)	Wikipedia, Wikipedia Table
373	Crodaccia Alta	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			1949	1949	Paolo Consiglio	Marino Dall'Oglio		Paolo Consiglio, Marino Dall'Oglio		Wikipedia
374	Dolgi hrbet	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Johannes Frischauf, Jernej Vršnik			Johannes Frischauf, Jernej Vršnik		Wikipedia
375	Dôme de Chasseforêt	FALSE		Silver age of alpinism		First absolute ascent			1876	1876	Victor Puissieux, Pierre Puissieux, André Puissieux			Victor Puissieux, Pierre Puissieux, André Puissieux		Wikipedia
376	Dôme du Goûter	FALSE				First absolute ascent			17 Sep 1784	1784	Jean-Marie Couttet, François Cuidet		Duchy of Savoi	Jean-Marie Couttet, François Cuidet		Wikipedia Table
376	Dôme du Goûter	FALSE				First absolute ascent			14 luglio1775	1775	Jean Nicolas Couteran	François Paccard, Michel Paccard, Victor Tissai		Jean Nicolas Couteran, François Paccard, Michel Paccard, Victor Tissai		Wikipedia
377	Finsteraarhorn	FALSE				First absolute ascent			10 agosto 1829	1829	Jakob Leuthold, Johann Währen		Switzerland	Jakob Leuthold, Johann Währen	Studer, Vol 2, pp. 80-4	Wikipedia, Wipedia Table
378	Fletschhorn	FALSE				Ascent		First North	25/07/1927	1927	E. R. Blanchet	Oskar Supersaxo, Kaspar Mooser		E. R. Blanchet, Oskar Supersaxo, Kaspar Mooser		Wikipedia
379	Nesthorn	FALSE		Silver age of alpinism		First absolute ascent			18 settembre 1875	1875	Hereford Brooke George, H. Mortimer	Ulrich Almer, Christian Almer		Hereford Brooke George, H. Mortimer, Ulrich Almer, Christian Almer		Wikipedia
380	Pic Sans Nom	FALSE		Silver age of alpinism		First absolute ascent			10 luglio 1877	1877	J. B. Colgrove, Richard Pendlebury	Gabriel Spectenhauser, Josef Spectenhauser		J. B. Colgrove, Richard Pendlebury, Gabriel Spectenhauser, Josef Spectenhauser		Wikipedia
381	Cima del Lago Bianco	FALSE		Silver age of alpinism		First absolute ascent			1870	1870	Franz Senn, V. v. Mayrl, J. Wanderer	I. Schöpf		Franz Senn, V. v. Mayrl, J. Wanderer, I. Schöpf		Wikipedia
382	Cima dell'Accla	FALSE				First absolute ascent			17 agosto1887	1887	Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter			Carl Hofer, Albert Wachtler, Demeter Diamantidi, Peter Kotter		Wikipedia
383	Cima Dura	FALSE		Silver age of alpinism		First absolute ascent			luglio 1877	1877	C. Arnold, Josef Außerhofer			C. Arnold, Josef Außerhofer		Wikipedia
384	Cima Libera	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	F. Leis			F. Leis		Wikipedia
385	Cima Pisciadù	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1872	1872	Johannes Alton, Joseph Alton			Johannes Alton, Joseph Alton	Fabio Favaretto e Andrea Zannini, Gruppo di Sella, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1991.	Wikipedia
386	Cima Tessa	FALSE		Silver age of alpinism		First absolute ascent			22 luglio1871	1871	Theodor Petersen	L. Ennemoser, J. Hellriegl		Theodor Petersen, L. Ennemoser, J. Hellriegl		Wikipedia
387	Monte Rosso (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent			14 luglio1872	1872	Theodor Petersen, Rochus Raffeiner, Illdefons Kobler			Theodor Petersen, Rochus Raffeiner, Illdefons Kobler		Wikipedia
388	Monte Silvretta	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	Jules Jacot	due guide		Jules Jacot, due guide		Wikipedia
389	Monte Zingla	FALSE				First absolute ascent			1906	1906	Francesco Coppellotti, Paolino Tonelli			Francesco Coppellotti, Paolino Tonelli		Wikipedia
390	Piz Kesch	FALSE				First absolute ascent			7 Sep 1846	1846	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner		Switzerland	Johann Coaz, Jakob Rascher, Christian Casper, Jon Ragut Tscharner	Studer, Vol 3, pp. 355-6	Wikipedia, Wikipedia Table
391	Piz Scerscen	FALSE		Silver age of alpinism		First absolute ascent			13 settembre 1877	1877	Paul Güssfeldt	Hans Grass, Kaspar Capat		Paul Güssfeldt, Hans Grass, Kaspar Capat		Wikipedia
392	Pizzo Badile Camuno	FALSE				First absolute ascent			25 maggio 1884	1884	Battista Beatrici, Francesco Ballardini			Battista Beatrici, Francesco Ballardini		Wikipedia
393	Pizzo Bernina	FALSE				First absolute ascent			13 settembre 1850	1850	Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner			Johann Coaz, Jon Tscharner,  Lorenz Ragut Tscharner	[1]	Wikipedia
394	Pizzo del Diavolo di Tenda	FALSE		Silver age of alpinism		First absolute ascent			settembre 1870	1870	Alessandro Rossi			Alessandro Rossi		Wikipedia
395	Pizzo Suretta	FALSE		Silver age of alpinism		First absolute ascent			18 luglio 1869	1869	Arnold Baltzer	Georg Trepp		Arnold Baltzer, Georg Trepp		Wikipedia
396	Polluce (monte)	FALSE		Golden age of alpinism		First absolute ascent			1º agosto 1864	1864	Peter Taugwalder senior, Jules Jacot			Peter Taugwalder senior, Jules Jacot		Wikipedia
397	Presolana	FALSE		Silver age of alpinism		First absolute ascent			3 ottobre1870	1870	A. Curò, F. Frizzoni, C. Medici			A. Curò, F. Frizzoni, C. Medici		Wikipedia
398	Punta Bianca (Alpi della Zillertal)	FALSE		Silver age of alpinism		First absolute ascent			8 agosto 1871	1871	Erich Künigl			Erich Künigl		Wikipedia
399	Punta di Finale	FALSE		Silver age of alpinism		First absolute ascent			8 settembre1865	1865	Franz Senn	Cyprian Granbichler, Josef Gstrein		Franz Senn, Cyprian Granbichler, Josef Gstrein		Wikipedia
400	Tour Jaune de Barabbas	FALSE				First absolute ascent			5 agosto 1907	1907	L. Noel, M. R. Touchon			L. Noel, M. R. Touchon		Wikipedia
401	Tour Noir	FALSE		Silver age of alpinism		First absolute ascent			3 agosto 1876	1876	E. Javelle, F. F. Turner	J. Moser, f. Tournier		E. Javelle, F. F. Turner, J. Moser, f. Tournier		Wikipedia
402	Velika Baba	FALSE				First absolute ascent			1896	1896	Lovrenc Potočnik, Louise Schütz, Paula Schütz			Lovrenc Potočnik, Louise Schütz, Paula Schütz		Wikipedia
403	Vordere Kopfwand	FALSE				First absolute ascent			10 agosto 1922	1922	H. Heinzl, G. Köhler			H. Heinzl, G. Köhler		Wikipedia
404	Wellenkuppe	FALSE		Silver age of alpinism		First absolute ascent			1º luglio 1865	1865	Lord Francis Douglas	P. Inäbnit, Peter Taugwalder senior		Lord Francis Douglas, P. Inäbnit, Peter Taugwalder senior		Wikipedia
405	Zeleniške	FALSE				First absolute ascent			1911	1911	Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča			Bogomil Brinšek, Ivan Kovač, Pavel Kunaver, Ivan Michler, Ivan Tavča		Wikipedia
406	Cima Maledia	FALSE				First absolute ascent			1895	1895	M. Louis Maubert, Jean-Baptiste Plent			M. Louis Maubert, Jean-Baptiste Plent		Wikipedia
407	Kitzsteinhorn	FALSE				First absolute ascent			1828	1828	Johann Entacher		Austria	Johann Entacher	Erschliessung 3, 220-1	Wikipedia, Wikipedia Table
408	Ludwigshöhe	FALSE				First absolute ascent			25 agosto 1822	1822	Ludwig van Welden			Ludwig van Welden		Wikipedia
409	Mont Greuvetta	FALSE		Silver age of alpinism		First absolute ascent			15 agosto1876	1876	Lionel Dècle	Henry Devouassoud, Edouard Cupelin		Lionel Dècle, Henry Devouassoud, Edouard Cupelin	[1]	Wikipedia
410	Cima di Entrelor	FALSE		Silver age of alpinism		First absolute ascent			14 agosto 1877	1877	Pierre Puiseux, Louis Boutan			Pierre Puiseux, Louis Boutan	[1]	Wikipedia
411	Dammastock	FALSE		Golden age of alpinism		First absolute ascent			28 luglio 1864	1864	Albert Hoffmann-Burkhardt	Johann Fischer e Andreas von Weissenfluh		Albert Hoffmann-Burkhardt, Johann Fischer e Andreas von Weissenfluh		Wikipedia
412	Hockenhorn	FALSE				First absolute ascent			1840	1840	Arthur Thomas Malkin			Arthur Thomas Malkin		Wikipedia
413	Campanile di Val Montanaia	FALSE				First absolute ascent			17/09/1902	1902	Victor Wolf  von Glanvell, Karl von Saar			Victor Wolf  von Glanvell, Karl von Saar		Wikipedia
414	Jôf di Montasio	FALSE		Silver age of alpinism		First absolute ascent			1877	1877	Herman Findenegg			Herman Findenegg		Wikipedia
415	Monte Brulé	FALSE				First absolute ascent			6 agosto 1882	1882	Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff			Alphonse Chambrelent, André Michelin, Edouard Michelin, Pierre Puiseux, Bernard Wolff, Marc Wolff		Wikipedia
416	Monte Oronaye	FALSE				First absolute ascent			agosto 1883	1883	Giovanni Masini, Ettore Troya			Giovanni Masini, Ettore Troya		Wikipedia
417	Punta Calabre	FALSE		Silver age of alpinism		First absolute ascent			7 agosto 1881	1881	Ettore Troya	caporali alpini		Ettore Troya, caporali alpini	[1]	Wikipedia
418	Punta Valletta	FALSE				First absolute ascent			1 settembre 1888	1888	Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi			Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi	[1]	Wikipedia
419	Tête du Rouget	FALSE		Silver age of alpinism		First absolute ascent			23 luglio 1877	1877	Emmanuel Boileau de Castelnau	Pierre Gaspard padre e figlio		Emmanuel Boileau de Castelnau, Pierre Gaspard padre e figlio		Wikipedia
420	Denti d'Ambin	FALSE				First absolute ascent			14 luglio 1884	1884	Giovanni Gerra	Edoardo Sibille, Francesco Sibille		Giovanni Gerra, Edoardo Sibille, Francesco Sibille		Wikipedia
421	Hoher Dachstein	FALSE				First Winter Ascent	Unisputed	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	14 January 1847	1847	Friedrich Simony			Friedrich Simony		Wikipedia
421	Hoher Dachstein	FALSE				First absolute ascent	Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1823	1823	Jakob Buchsteiner			Jakob Buchsteiner		Wikipedia
421	Hoher Dachstein	FALSE				First absolute ascent	Less credited	The question of the first successful ascent has been a matter of controversial discussion even in contemporary newspaper articles. Two potential summit successes occurred in 1819 and 1823 by Jakob Buchsteiner, the latter of which is today thought to be the first ascent of neighbouring Torstein. The first person to reach the summit in winter was Friedrich Simony, on 14 January 1847. The sheer southern face was first climbed on 22 September 1909 by the brothers Irg and Franz Steiner.	1819	1819	Jakob Buchsteiner			Jakob Buchsteiner		Wikipedia
421	Hoher Dachstein	FALSE				First absolute ascent	Alternative Hypotheses		1832	1832	Peter Gappmayr		Austria	Peter Gappmayr	Erschliessung 1, 331-2, 335	Wikipedia Table
421	Hoher Dachstein	FALSE				First absolute ascent	Settled		04/09/1834	1834	Peter Carl Thurwieser	Adam Gappmayr, Peter Gappmayr		Peter Carl Thurwieser, Adam Gappmayr, Peter Gappmayr		Wikipedia
422	Jägerhorn	FALSE		Silver age of alpinism		First absolute ascent		via the Routier glacier (variant of the normal route)	17 luglio1867	1867	Charles Edward Mathews, F. Morshead	Christian Almer, Andreas Maurer		Charles Edward Mathews, F. Morshead, Christian Almer, Andreas Maurer		Wikipedia
423	Punta Zumstein	FALSE				First absolute ascent			1 agosto 1820	1820	Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel	altri		Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel, altri		Wikipedia
424	Roc della Niera	FALSE		Silver age of alpinism		First absolute ascent			1879	1879	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)	[1]	Wikipedia
425	Rocca dei Tre Vescovi	FALSE				First absolute ascent			agosto 1883	1883	Ettore Troya, P. Vigliardi, due soldati anonimi			Ettore Troya, P. Vigliardi, due soldati anonimi		Wikipedia
426	Rocca Provenzale	FALSE				First absolute ascent			1850	1850	don Agostino Provenzale			don Agostino Provenzale		Wikipedia
427	Rocce Fourioun	FALSE				First absolute ascent			ca. 1850	1850	Topografi del Regno di Sardegna			Topografi del Regno di Sardegna		Wikipedia
428	Rosa dei Banchi	FALSE				First absolute ascent			1831	1831	Capitano Albert dello Stato Maggiore Sardo			Capitano Albert dello Stato Maggiore Sardo		Wikipedia
429	Testa Malinvern	FALSE				First absolute ascent			1878	1878	Tenente Siccardi (Istituto Geografico Militare)			Tenente Siccardi (Istituto Geografico Militare)		Wikipedia
430	Torre d'Ovarda	FALSE		Silver age of alpinism		First absolute ascent			12 agosto1872	1872	Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras	G.B. Sefusatti padre e figlio		Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras, G.B. Sefusatti padre e figlio		Wikipedia
431	Tsanteleina	FALSE		Silver age of alpinism		First absolute ascent			9 agosto1865	1865	Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron			Thomas Blanford, Robert Cradock Nichols, Edward Penning Rowsell, Joseph Victor Favret, Frasseron	[1]	Wikipedia
432	Turska gora	FALSE				First absolute ascent			1893	1893	Miha Kos, Miha Uršič			Miha Kos, Miha Uršič		Wikipedia
433	Pizzo Badile	FALSE		Silver age of alpinism		First absolute ascent			27 luglio 1867	1867	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud		French, American	William Auguste Coolidge, François Devouassoud, Henry Dévouassoud	Studer, Vol 3, pp. 233-4	Wikipedia
434	Schreckhorn	FALSE		Golden age of alpinism		First absolute ascent			16 agosto1861	1861	Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel			Peter Michel, Leslie Stephen, Ulrich Kaufmann, Christian Michel	Leslie Stephen, The Ascent of the Schreckhorn, Peaks, Passes, and Glaciers, Volume 2, pp 3-14, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
435	Doldenhorn	FALSE		Golden age of alpinism		First absolute ascent			30 giugno 1862	1862	J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg			J. Bischoff, K. Blatter, Christian Lauener, G. Reichen, A. Roth, Edmund von Fellenberg		Wikipedia
436	Aiguille de Talèfre	FALSE		Silver age of alpinism		First absolute ascent			25 agosto1879	1879	Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier			Johan Baumann, F. J. Cullinam, G. Fitzgerald, Émile Rey, Joseph Moser, Laurent Lanier	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Gino Buscaini, Monte Bianco, vol. 2, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 246]	Wikipedia
437	Corno Stella	FALSE				First absolute ascent			22 agosto 1903	1903	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo	Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori		Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo, Peter Knubel, Niklaus Knubel, Eduard Cupelin, tre portatori	[1]	Wikipedia
438	Grivola	FALSE		Golden age of alpinism		First absolute ascent			23 agosto1859	1859	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz		Kingdom of Sardinia	J.Ormsby, R.Bruce, Fidèle-Ambroise Dayné, Zachary Cachat, Jean Tairraz	John Ormsby (1862) Ascent of the Grivola in Peaks, Passes, and Glaciers, pp. 318-38	Wikipedia, Wikipedia Table
439	Grivoletta	FALSE				First absolute ascent			14 agosto 1885	1885	George Yeld, S. Henry, J. Jeantet			George Yeld, S. Henry, J. Jeantet	[1]	Wikipedia
440	Lauteraarhorn	FALSE				First absolute ascent			8 agosto1842	1842	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth	Melchior Bannholzer, Jakob Leuthold	Switzerland	Pierre Jean Édouard Desor, Christian Girard, Arnold Escher von der Linth, Melchior Bannholzer, Jakob Leuthold		Wikipedia, Wikipedia Table
441	Lyskamm Occidentale	FALSE		Golden age of alpinism		First absolute ascent			16 agosto1864	1864	Leslie Stephen, Edward North Buxton	Jakob Anderegg, Franz Biner		Leslie Stephen, Edward North Buxton, Jakob Anderegg, Franz Biner		Wikipedia
442	Mönch	FALSE		Golden age of alpinism		First absolute ascent			15 agosto 1857	1857	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges		Austria, Switzerland	Christian Almer, Christian Kaufmann, Ulrich Kaufmann, Sigismund Porges	Studer, Vol 1, pp. 144-5	Wikipedia, Wikipedia Table
443	Punta Dufour	FALSE		Golden age of alpinism		First absolute ascent	Competing Hypothesis		1º agosto 1855	1855	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson	Matthäus Zumtaugwald, Johannes Zumtaugwald	Switzerland, England	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson, Matthäus Zumtaugwald, Johannes Zumtaugwald	Studer, Vol 2, pp. 85-6	Wikipedia, Wikipedia Table
444	Punta Scais	FALSE		Silver age of alpinism		First absolute ascent			3 luglio 1881	1881	Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni			Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni	[1]	Wikipedia
445	Torre di Brenta	FALSE				First absolute ascent			24 giugno1882	1882	Edward Theodore Compton, Matteo Nicolussi			Edward Theodore Compton, Matteo Nicolussi		Wikipedia
446	Corno di Cavento	FALSE		Silver age of alpinism		First absolute ascent			3 settembre1868	1868	Julius von Payer, Coronna, Griesmayer, Haller			Julius von Payer, Coronna, Griesmayer, Haller		Wikipedia
447	Grande Casse	FALSE		Golden age of alpinism		First absolute ascent			8 agosto1860	1860	William Mathews, Michel Croz, Étienne Favre		Switzerland, England	William Mathews, Michel Croz, Étienne Favre		Wikipedia, Wikipedia Table
448	Mont Avic	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Martino Baretti, Bovio, Santelli			Martino Baretti, Bovio, Santelli		Wikipedia
449	Monte Cridola	FALSE				First absolute ascent			1884	1884	Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)			Julius Kugy, Pacifico Zande, Giacomo Orsolina (guida di Auronzo di Cadore)		Wikipedia
450	Pizzo Scalino	FALSE		Silver age of alpinism		First absolute ascent			22 giugno 1866	1866	Francis Fox Tuckett, Brown	guide Almer e Andermatten		Francis Fox Tuckett, Brown, guide Almer e Andermatten		Wikipedia
451	Planjava	FALSE				First absolute ascent			1793	1793	Franz von Hohenwart, Spruk			Franz von Hohenwart, Spruk		Wikipedia
452	Punta delle Sengie	FALSE		Silver age of alpinism		First absolute ascent			4 settembre 1876	1876	Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz			Douglas William Freshfield, Charles Comyns Tucker, D. Minnigerode, F. Devouassoud and P. L. Guichardaz		Wikipedia
453	Scharwandeck	FALSE				First absolute ascent			7 settembre 1913	1913	maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer			maggiore E. v.,  Hans Reinl,  Anton Steinmaier, Felix Steinmaier, K. Wieshammer		Wikipedia
454	Uia di Ciamarella	FALSE		Golden age of alpinism		First absolute ascent			31 luglio 1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini		Wikipedia
455	Uia di Mondrone	FALSE		Golden age of alpinism		First absolute ascent			1857	1857	Antonio Tonini e Ambrosini			Antonio Tonini e Ambrosini		Wikipedia
456	Pic Eccles	FALSE		Silver age of alpinism		First absolute ascent			31 agosto 1874	1874	probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer			probabilmente James Aubrey-Garth-Marshall, Johann Fisher, Ulrich Almer	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
457	Aiguille de Triolet	FALSE		Silver age of alpinism		First absolute ascent			26 agosto1874	1874	James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer			James Aubrey-Garth-Marshall, Johann Fischer, Ulrich Almer		Wikipedia
458	Cima d'Ambiez	FALSE		Silver age of alpinism		First absolute ascent			5 settembre1880	1880	N. Gaskel, Maurice Holzmann, Johann Kaufmann			N. Gaskel, Maurice Holzmann, Johann Kaufmann		Wikipedia
459	Blinnenhorn	FALSE		Silver age of alpinism		????			5 settembre 1866	1866	Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)			Sedley Taylor, Johann Tännler, Franz Guntern (or Guntren)	[3] [4]	Wikipedia
460	Piz Corvatsch	FALSE				First absolute ascent			13 luglio1850	1850	Johann Coaz, compagni			Johann Coaz, compagni	[1]	Wikipedia
461	Ago di Nardis	FALSE				First absolute ascent			28/07/1885	1885	Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi			Alberto de Falkner, O. de Falkner, I. Salvatori, A. Tambosi		Wikipedia
462	Aiguille du Tour	FALSE				First absolute ascent			1926	1926	M. Dreyfus, R. Duval, P. Henry, M. Ichac			M. Dreyfus, R. Duval, P. Henry, M. Ichac		Wikipedia
463	Albaron di Savoia	FALSE		Silver age of alpinism		First absolute ascent			2 settembre1866	1866	R. C. Nichols, J.V. Favret			R. C. Nichols, J.V. Favret	[1]	Wikipedia
464	Becca di Nona	FALSE				First absolute ascent			1832	1832	Ing. Casalegno dello Stato Maggiore Sardo			Ing. Casalegno dello Stato Maggiore Sardo		Wikipedia
465	Bellecôte	FALSE		Silver age of alpinism		First absolute ascent			12 settembre1866	1866	Nichols e Roswell	con guide di Chamonix		Nichols e Roswell, con guide di Chamonix		Wikipedia
466	Cadreghe di Viso	FALSE				First absolute ascent			26 agosto 1878	1878	Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier			Paul Guillemin, André Salvador de Quatrefages, Pic e Véritier		Wikipedia
467	Cima del Fop	FALSE				First absolute ascent			1913	1913	Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est			Caccia-Corio-Previtali, versante nordLocatelli-Carenini-Biffi, versante nord-est		Wikipedia
468	Cima della Bondasca	FALSE		Silver age of alpinism		First absolute ascent			1876	1876	Held			Held	AA. VV., Geographisches Lexikon der Schweiz, Neuenburg, Verlag von Gebrüder Attinger, 1902-1910, vol. I, 311.	Wikipedia
469	Cima di Valmora (N)	FALSE				First absolute ascent			1929	1929	Corio-Carminati			Corio-Carminati		Wikipedia
470	Cima Nera (Alpi Venoste)	FALSE		Silver age of alpinism		First absolute ascent			10 settembre1867	1867	E. Pfeiffer, B. Klotz, J. Scheiber			E. Pfeiffer, B. Klotz, J. Scheiber		Wikipedia
471	Cimone della Bagozza	FALSE				First absolute ascent			8 luglio 1934	1934	Riccardo Cassin, R. Varallo, A. Frattini			Riccardo Cassin, R. Varallo, A. Frattini	[1]	Wikipedia
472	Cinque Torri	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			15 luglio1930	1930	P. Dallamano, R. Ghirardini			P. Dallamano, R. Ghirardini		Wikipedia
473	Clariden	FALSE		Golden age of alpinism		First absolute ascent			13 agosto 1863	1863	Rambert, Streiff, Stüssi			Rambert, Streiff, Stüssi		Wikipedia
474	Corno Baitone	FALSE				Prima ripetizione			1890	1890	Paolo Prudenzini			Paolo Prudenzini		Wikipedia
475	Corno Baitone	FALSE				First absolute ascent			precedente al1890	1890	sconosciuto			sconosciuto		Wikipedia
476	Corno Bianco (Alpi Pennine)	FALSE				First absolute ascent			1831	1831	capitano Albert			capitano Albert		Wikipedia
477	Corno Nero (Alpi Pennine)	FALSE		Silver age of alpinism		First absolute ascent			18 agosto1873	1873	Marco Maglioli, Alberto Rothschild			Marco Maglioli, Alberto Rothschild		Wikipedia
478	Cornone di Blumone	FALSE				First absolute ascent			1878	1878	tenente Litzi-Richiudei (XXI compagnia degliAlpini)			tenente Litzi-Richiudei (XXI compagnia degliAlpini)		Wikipedia
479	Creta Grauzaria	FALSE				First absolute ascent			18 giugno 1893	1893	Arturo Ferrucci, Emilio Pico	Giovanni Filaferro, Giacomo Filaferro		Arturo Ferrucci, Emilio Pico, Giovanni Filaferro, Giacomo Filaferro		Wikipedia
480	Crodon di Giaf	FALSE				First absolute ascent			27 settembre 1901	1901	L. D'Agostini	G.B. De Santa "Barbe"		L. D'Agostini, G.B. De Santa "Barbe"		Wikipedia
481	Crozzon di Brenta	FALSE				First absolute ascent			8 agosto 1884	1884	K. Schulz	M. Nicolussi		K. Schulz, M. Nicolussi		Wikipedia
